,header,min_leven,perc_min_leven[dissimilarity]
1452,nat_1452,13.0,0.21311475409836064
1453,nat_1453,18.0,0.2727272727272727
1454,nat_1454,18.0,0.2727272727272727
1455,nat_1455,6.0,0.09230769230769231
1456,nat_1456,21.0,0.3333333333333333
1457,nat_1457,17.0,0.25757575757575757
1458,nat_1458,5.0,0.07692307692307693
1459,nat_1459,24.0,0.35294117647058826
1460,nat_1460,13.0,0.21311475409836064
1461,nat_1461,12.0,0.19047619047619047
1462,nat_1462,16.0,0.2711864406779661
1463,nat_1463,15.0,0.1875
1464,nat_1464,34.0,0.5230769230769231
1465,nat_1465,1.0,0.015151515151515152
1466,nat_1466,28.0,0.42424242424242425
1467,nat_1467,26.0,0.41935483870967744
1468,nat_1468,36.0,0.5
1469,nat_1469,42.0,0.56
1470,nat_1470,31.0,0.45588235294117646
1471,nat_1471,28.0,0.4057971014492754
1472,nat_1472,31.0,0.484375
1473,nat_1473,37.0,0.5285714285714286
1474,nat_1474,31.0,0.5
1475,nat_1475,28.0,0.4117647058823529
1476,nat_1476,7.0,0.1044776119402985
1477,nat_1477,27.0,0.421875
1478,nat_1478,24.0,0.3870967741935484
1479,nat_1479,30.0,0.4918032786885246
1480,nat_1480,27.0,0.421875
1481,nat_1481,31.0,0.43661971830985913
1482,nat_1482,26.0,0.4
1483,nat_1483,31.0,0.5166666666666667
1484,nat_1484,22.0,0.34375
1485,nat_1485,31.0,0.5081967213114754
1486,nat_1486,15.0,0.2459016393442623
1487,nat_1487,27.0,0.4153846153846154
1488,nat_1488,36.0,0.5142857142857142
1489,nat_1489,32.0,0.5423728813559322
1490,nat_1490,43.0,0.6231884057971014
1491,nat_1491,38.0,0.5428571428571428
1492,nat_1492,2.0,0.02857142857142857
1493,nat_1493,5.0,0.078125
1494,nat_1494,4.0,0.056338028169014086
1495,nat_1495,2.0,0.02857142857142857
1496,nat_1496,5.0,0.078125
1497,nat_1497,4.0,0.056338028169014086
1498,nat_1498,5.0,0.07462686567164178
1499,nat_1499,37.0,0.5606060606060606
1500,nat_1500,7.0,0.10294117647058823
1501,nat_1501,4.0,0.06451612903225806
1502,nat_1502,37.0,0.5692307692307692
1503,nat_1503,34.0,0.5151515151515151
1504,nat_1504,7.0,0.10294117647058823
1505,nat_1505,4.0,0.06451612903225806
1506,nat_1506,4.0,0.0625
1507,nat_1507,6.0,0.1016949152542373
1508,nat_1508,25.0,0.35714285714285715
1509,nat_1509,26.0,0.40625
1510,nat_1510,4.0,0.0625
1511,nat_1511,6.0,0.1016949152542373
1512,nat_1512,4.0,0.05714285714285714
1513,nat_1513,2.0,0.03125
1514,nat_1514,4.0,0.05714285714285714
1515,nat_1515,2.0,0.03125
1516,nat_1516,39.0,0.6
1517,nat_1517,39.0,0.6
1518,nat_1518,14.0,0.19444444444444445
1519,nat_1519,2.0,0.03389830508474576
1520,nat_1520,2.0,0.03389830508474576
1521,nat_1521,3.0,0.04411764705882353
1522,nat_1522,28.0,0.3888888888888889
1523,nat_1523,6.0,0.08823529411764706
1524,nat_1524,14.0,0.19444444444444445
1525,nat_1525,25.0,0.3787878787878788
1526,nat_1526,9.0,0.13636363636363635
1527,nat_1527,9.0,0.13636363636363635
1528,nat_1528,2.0,0.029411764705882353
1529,nat_1529,5.0,0.07462686567164178
1530,nat_1530,2.0,0.029411764705882353
1531,nat_1531,1.0,0.016129032258064516
1532,nat_1532,1.0,0.016129032258064516
1533,nat_1533,1.0,0.015384615384615385
1534,nat_1534,34.0,0.5074626865671642
1535,nat_1535,1.0,0.015384615384615385
1536,nat_1536,23.0,0.3709677419354839
1537,nat_1537,34.0,0.5
1538,nat_1538,10.0,0.14925373134328357
1539,nat_1539,10.0,0.14925373134328357
1540,nat_1540,8.0,0.10526315789473684
1541,nat_1541,4.0,0.0625
1542,nat_1542,4.0,0.0625
1543,nat_1543,3.0,0.046875
1544,nat_1544,3.0,0.046875
1545,nat_1545,20.0,0.3125
1546,nat_1546,3.0,0.046153846153846156
1547,nat_1547,3.0,0.046153846153846156
1548,nat_1548,29.0,0.43283582089552236
1549,nat_1549,1.0,0.015873015873015872
1550,nat_1550,1.0,0.015151515151515152
1551,nat_1551,1.0,0.015873015873015872
1552,nat_1552,27.0,0.40298507462686567
1553,nat_1553,3.0,0.045454545454545456
1554,nat_1554,3.0,0.045454545454545456
1555,nat_1555,1.0,0.015151515151515152
1556,nat_1556,17.0,0.26153846153846155
1557,nat_1557,3.0,0.046153846153846156
1558,nat_1558,38.0,0.5757575757575758
1559,nat_1559,6.0,0.09090909090909091
1560,nat_1560,14.0,0.21212121212121213
1561,nat_1561,14.0,0.21212121212121213
1562,nat_1562,3.0,0.046153846153846156
1563,nat_1563,6.0,0.09090909090909091
1564,nat_1564,39.0,0.5909090909090909
1565,nat_1565,18.0,0.27692307692307694
1566,nat_1566,5.0,0.07575757575757576
1567,nat_1567,5.0,0.07575757575757576
1568,nat_1568,38.0,0.5757575757575758
1569,nat_1569,1.0,0.015151515151515152
1570,nat_1570,1.0,0.015151515151515152
1571,nat_1571,18.0,0.27692307692307694
1572,nat_1572,38.0,0.5757575757575758
1573,nat_1573,39.0,0.5652173913043478
1574,nat_1574,38.0,0.5277777777777778
1575,nat_1575,4.0,0.06060606060606061
1576,nat_1576,4.0,0.06060606060606061
1577,nat_1577,8.0,0.11764705882352941
1578,nat_1578,40.0,0.5970149253731343
1579,nat_1579,26.0,0.38235294117647056
1580,nat_1580,43.0,0.6323529411764706
1581,nat_1581,38.0,0.5846153846153846
1582,nat_1582,24.0,0.5853658536585366
1583,nat_1583,8.0,0.11764705882352941
1584,nat_1584,38.0,0.5757575757575758
1585,nat_1585,1.0,0.014084507042253521
1586,nat_1586,41.0,0.5774647887323944
1587,nat_1587,1.0,0.014084507042253521
1588,nat_1588,19.0,0.2878787878787879
1589,nat_1589,33.0,0.559322033898305
1590,nat_1590,17.0,0.22666666666666666
1591,nat_1591,22.0,0.3283582089552239
1592,nat_1592,16.0,0.23880597014925373
1593,nat_1593,18.0,0.2727272727272727
1594,nat_1594,14.0,0.22580645161290322
1595,nat_1595,29.0,0.4393939393939394
1596,nat_1596,14.0,0.22950819672131148
1597,nat_1597,18.0,0.25
1598,nat_1598,8.0,0.11940298507462686
1599,nat_1599,10.0,0.16393442622950818
1600,nat_1600,7.0,0.1076923076923077
1601,nat_1601,6.0,0.1
1602,nat_1602,23.0,0.3382352941176471
1603,nat_1603,6.0,0.09523809523809523
1604,nat_1604,31.0,0.4626865671641791
1605,nat_1605,9.0,0.12857142857142856
1606,nat_1606,9.0,0.1267605633802817
1607,nat_1607,14.0,0.21212121212121213
1608,nat_1608,18.0,0.2608695652173913
1609,nat_1609,19.0,0.2714285714285714
1610,nat_1610,35.0,0.5303030303030303
1611,nat_1611,38.0,0.6129032258064516
1612,nat_1612,15.0,0.2054794520547945
1613,nat_1613,16.0,0.22535211267605634
1614,nat_1614,20.0,0.30303030303030304
1615,nat_1615,20.0,0.3076923076923077
1616,nat_1616,20.0,0.3076923076923077
1617,nat_1617,24.0,0.36923076923076925
1618,nat_1618,17.0,0.2537313432835821
1619,nat_1619,25.0,0.38461538461538464
1620,nat_1620,7.0,0.0945945945945946
1621,nat_1621,9.0,0.13846153846153847
1622,nat_1622,11.0,0.171875
1623,nat_1623,2.0,0.03125
1624,nat_1624,16.0,0.26229508196721313
1625,nat_1625,13.0,0.19696969696969696
1626,nat_1626,14.0,0.23728813559322035
1627,nat_1627,28.0,0.42424242424242425
1628,nat_1628,22.0,0.3333333333333333
1629,nat_1629,10.0,0.15384615384615385
1630,nat_1630,6.0,0.09230769230769231
1631,nat_1631,12.0,0.19672131147540983
1632,nat_1632,21.0,0.3181818181818182
1633,nat_1633,11.0,0.13924050632911392
1634,nat_1634,22.0,0.36065573770491804
1635,nat_1635,8.0,0.12698412698412698
1636,nat_1636,27.0,0.421875
1637,nat_1637,38.0,0.5846153846153846
1638,nat_1638,31.0,0.47692307692307695
1639,nat_1639,21.0,0.30434782608695654
1640,nat_1640,3.0,0.045454545454545456
1641,nat_1641,17.0,0.22666666666666666
1642,nat_1642,19.0,0.2878787878787879
1643,nat_1643,15.0,0.22388059701492538
1644,nat_1644,21.0,0.3181818181818182
1645,nat_1645,13.0,0.20967741935483872
1646,nat_1646,30.0,0.46153846153846156
1647,nat_1647,13.0,0.21311475409836064
1648,nat_1648,22.0,0.29333333333333333
1649,nat_1649,13.0,0.19402985074626866
1650,nat_1650,7.0,0.11475409836065574
1651,nat_1651,21.0,0.3088235294117647
1652,nat_1652,4.0,0.06153846153846154
1653,nat_1653,29.0,0.5
1654,nat_1654,8.0,0.11594202898550725
1655,nat_1655,10.0,0.16393442622950818
1656,nat_1656,11.0,0.1746031746031746
1657,nat_1657,11.0,0.16666666666666666
1658,nat_1658,9.0,0.1267605633802817
1659,nat_1659,31.0,0.4626865671641791
1660,nat_1660,18.0,0.2571428571428571
1661,nat_1661,31.0,0.43661971830985913
1662,nat_1662,26.0,0.3611111111111111
1663,nat_1663,26.0,0.4
1664,nat_1664,12.0,0.1643835616438356
1665,nat_1665,20.0,0.2777777777777778
1666,nat_1666,27.0,0.4090909090909091
1667,nat_1667,33.0,0.4925373134328358
1668,nat_1668,28.0,0.4307692307692308
1669,nat_1669,23.0,0.3709677419354839
1670,nat_1670,30.0,0.44776119402985076
1671,nat_1671,16.0,0.26229508196721313
1672,nat_1672,25.0,0.373134328358209
1673,nat_1673,27.0,0.40298507462686567
1674,nat_1674,13.0,0.20634920634920634
1675,nat_1675,30.0,0.46875
1676,nat_1676,13.0,0.21311475409836064
1677,nat_1677,20.0,0.3076923076923077
1678,nat_1678,27.0,0.43548387096774194
1679,nat_1679,26.0,0.3611111111111111
1680,nat_1680,23.0,0.3709677419354839
1681,nat_1681,29.0,0.5
1682,nat_1682,30.0,0.45454545454545453
1683,nat_1683,23.0,0.3333333333333333
1684,nat_1684,26.0,0.3939393939393939
1685,nat_1685,14.0,0.208955223880597
1686,nat_1686,30.0,0.4411764705882353
1687,nat_1687,37.0,0.5362318840579711
1688,nat_1688,39.0,0.6290322580645161
1689,nat_1689,25.0,0.352112676056338
1690,nat_1690,27.0,0.3698630136986301
1691,nat_1691,11.0,0.1527777777777778
1692,nat_1692,7.0,0.109375
1693,nat_1693,2.0,0.029850746268656716
1694,nat_1694,3.0,0.046153846153846156
1695,nat_1695,1.0,0.016666666666666666
1696,nat_1696,2.0,0.029411764705882353
1697,nat_1697,1.0,0.014925373134328358
1698,nat_1698,4.0,0.06153846153846154
1699,nat_1699,4.0,0.06666666666666667
1700,nat_1700,1.0,0.015625
1701,nat_1701,3.0,0.04918032786885246
1702,nat_1702,1.0,0.015625
1703,nat_1703,4.0,0.0625
1704,nat_1704,3.0,0.04838709677419355
1705,nat_1705,2.0,0.03225806451612903
1706,nat_1706,3.0,0.045454545454545456
1707,nat_1707,1.0,0.01639344262295082
1708,nat_1708,5.0,0.07246376811594203
1709,nat_1709,8.0,0.13333333333333333
1710,nat_1710,4.0,0.057971014492753624
1711,nat_1711,1.0,0.015151515151515152
1712,nat_1712,1.0,0.013333333333333334
1713,nat_1713,2.0,0.029850746268656716
1714,nat_1714,1.0,0.014084507042253521
1715,nat_1715,3.0,0.045454545454545456
1716,nat_1716,4.0,0.06349206349206349
1717,nat_1717,6.0,0.09090909090909091
1718,nat_1718,34.0,0.5151515151515151
1719,nat_1719,31.0,0.43661971830985913
1720,nat_1720,27.0,0.4090909090909091
1721,nat_1721,27.0,0.4576271186440678
1722,nat_1722,37.0,0.5606060606060606
1723,nat_1723,38.0,0.5846153846153846
1724,nat_1724,23.0,0.3898305084745763
1725,nat_1725,28.0,0.417910447761194
1726,nat_1726,30.0,0.46875
1727,nat_1727,34.0,0.4788732394366197
1728,nat_1728,33.0,0.5076923076923077
1729,nat_1729,39.0,0.5909090909090909
1730,nat_1730,41.0,0.6212121212121212
1731,nat_1731,25.0,0.390625
1732,nat_1732,27.0,0.38028169014084506
1733,nat_1733,22.0,0.3384615384615385
1734,nat_1734,24.0,0.39344262295081966
1735,nat_1735,21.0,0.3442622950819672
1736,nat_1736,26.0,0.40625
1737,nat_1737,37.0,0.5522388059701493
1738,nat_1738,34.0,0.53125
1739,nat_1739,36.0,0.5454545454545454
1740,nat_1740,32.0,0.5
1741,nat_1741,31.0,0.484375
1742,nat_1742,30.0,0.46875
1743,nat_1743,30.0,0.4411764705882353
1744,nat_1744,36.0,0.5538461538461539
1745,nat_1745,24.0,0.3870967741935484
1746,nat_1746,30.0,0.46875
1747,nat_1747,33.0,0.5
1748,nat_1748,37.0,0.578125
1749,nat_1749,37.0,0.5606060606060606
1750,nat_1750,23.0,0.3484848484848485
1751,nat_1751,36.0,0.5454545454545454
1752,nat_1752,26.0,0.3939393939393939
1753,nat_1753,38.0,0.5757575757575758
1754,nat_1754,35.0,0.5555555555555556
1755,nat_1755,33.0,0.5
1756,nat_1756,24.0,0.3870967741935484
1757,nat_1757,38.0,0.5757575757575758
1758,nat_1758,38.0,0.5757575757575758
1759,nat_1759,33.0,0.5
1760,nat_1760,37.0,0.5606060606060606
1761,nat_1761,32.0,0.48484848484848486
1762,nat_1762,33.0,0.5
1763,nat_1763,38.0,0.5757575757575758
1764,nat_1764,24.0,0.3870967741935484
1765,nat_1765,15.0,0.22727272727272727
1766,nat_1766,41.0,0.6212121212121212
1767,nat_1767,40.0,0.6060606060606061
1768,nat_1768,43.0,0.6515151515151515
1769,nat_1769,36.0,0.5454545454545454
1770,nat_1770,41.0,0.6029411764705882
1771,nat_1771,11.0,0.1506849315068493
1772,nat_1772,14.0,0.21212121212121213
1773,nat_1773,25.0,0.3787878787878788
1774,nat_1774,10.0,0.15151515151515152
1775,nat_1775,8.0,0.12903225806451613
1776,nat_1776,14.0,0.208955223880597
1777,nat_1777,12.0,0.1875
1778,nat_1778,18.0,0.2727272727272727
1779,nat_1779,17.0,0.2537313432835821
1780,nat_1780,14.0,0.20588235294117646
1781,nat_1781,7.0,0.1044776119402985
1782,nat_1782,8.0,0.13114754098360656
1783,nat_1783,1.0,0.013513513513513514
1784,nat_1784,7.0,0.1076923076923077
1785,nat_1785,5.0,0.078125
1786,nat_1786,8.0,0.125
1787,nat_1787,14.0,0.21875
1788,nat_1788,7.0,0.11475409836065574
1789,nat_1789,13.0,0.19696969696969696
1790,nat_1790,3.0,0.046153846153846156
1791,nat_1791,15.0,0.22058823529411764
1792,nat_1792,7.0,0.1111111111111111
1793,nat_1793,9.0,0.13636363636363635
1794,nat_1794,1.0,0.015151515151515152
1795,nat_1795,17.0,0.25
1796,nat_1796,28.0,0.4307692307692308
1797,nat_1797,21.0,0.3559322033898305
1798,nat_1798,7.0,0.08641975308641975
1799,nat_1799,7.0,0.109375
1800,nat_1800,7.0,0.1076923076923077
1801,nat_1801,5.0,0.07462686567164178
1802,nat_1802,2.0,0.029850746268656716
1803,nat_1803,1.0,0.015873015873015872
1804,nat_1804,18.0,0.28125
1805,nat_1805,18.0,0.28125
1806,nat_1806,8.0,0.125
1807,nat_1807,43.0,0.6056338028169014
1808,nat_1808,42.0,0.5915492957746479
1809,nat_1809,26.0,0.3939393939393939
1810,nat_1810,7.0,0.10294117647058823
1811,nat_1811,10.0,0.16129032258064516
1812,nat_1812,17.0,0.265625
1813,nat_1813,19.0,0.2878787878787879
1814,nat_1814,9.0,0.125
1815,nat_1815,10.0,0.15625
1816,nat_1816,2.0,0.029850746268656716
1817,nat_1817,6.0,0.09230769230769231
1818,nat_1818,2.0,0.03333333333333333
1819,nat_1819,2.0,0.029411764705882353
1820,nat_1820,2.0,0.029850746268656716
1821,nat_1821,16.0,0.24615384615384617
1822,nat_1822,5.0,0.08333333333333333
1823,nat_1823,1.0,0.015625
1824,nat_1824,13.0,0.20967741935483872
1825,nat_1825,2.0,0.03125
1826,nat_1826,3.0,0.04838709677419355
1827,nat_1827,3.0,0.04838709677419355
1828,nat_1828,13.0,0.19696969696969696
1829,nat_1829,4.0,0.0625
1830,nat_1830,1.0,0.01639344262295082
1831,nat_1831,3.0,0.043478260869565216
1832,nat_1832,8.0,0.11594202898550725
1833,nat_1833,4.0,0.05555555555555555
1834,nat_1834,10.0,0.14084507042253522
1835,nat_1835,2.0,0.030303030303030304
1836,nat_1836,17.0,0.2537313432835821
1837,nat_1837,1.0,0.015151515151515152
1838,nat_1838,4.0,0.06060606060606061
1839,nat_1839,1.0,0.013888888888888888
1840,nat_1840,3.0,0.046875
1841,nat_1841,3.0,0.04477611940298507
1842,nat_1842,4.0,0.06153846153846154
1843,nat_1843,2.0,0.03333333333333333
1844,nat_1844,3.0,0.046153846153846156
1845,nat_1845,3.0,0.05
1846,nat_1846,15.0,0.22058823529411764
1847,nat_1847,24.0,0.3582089552238806
1848,nat_1848,4.0,0.0625
1849,nat_1849,2.0,0.03125
1850,nat_1850,2.0,0.030303030303030304
1851,nat_1851,3.0,0.04838709677419355
1852,nat_1852,2.0,0.03125
1853,nat_1853,6.0,0.09090909090909091
1854,nat_1854,10.0,0.14492753623188406
1855,nat_1855,1.0,0.01639344262295082
1856,nat_1856,9.0,0.14516129032258066
1857,nat_1857,2.0,0.0273972602739726
1858,nat_1858,11.0,0.15942028985507245
1859,nat_1859,3.0,0.04477611940298507
1860,nat_1860,5.0,0.07575757575757576
1861,nat_1861,2.0,0.028169014084507043
1862,nat_1862,1.0,0.015151515151515152
1863,nat_1863,1.0,0.013888888888888888
1864,nat_1864,3.0,0.046875
1865,nat_1865,3.0,0.04477611940298507
1866,nat_1866,4.0,0.06153846153846154
1867,nat_1867,2.0,0.03333333333333333
1868,nat_1868,3.0,0.04411764705882353
1869,nat_1869,3.0,0.046153846153846156
1870,nat_1870,3.0,0.05
1871,nat_1871,2.0,0.030303030303030304
1872,nat_1872,2.0,0.03125
1873,nat_1873,6.0,0.09090909090909091
1874,nat_1874,1.0,0.01639344262295082
1875,nat_1875,8.0,0.11594202898550725
1876,nat_1876,2.0,0.0273972602739726
1877,nat_1877,2.0,0.028169014084507043
1878,nat_1878,1.0,0.015151515151515152
1879,nat_1879,16.0,0.25806451612903225
1880,nat_1880,19.0,0.2638888888888889
1881,nat_1881,18.0,0.28125
1882,nat_1882,15.0,0.22388059701492538
1883,nat_1883,13.0,0.2
1884,nat_1884,13.0,0.21666666666666667
1885,nat_1885,2.0,0.029411764705882353
1886,nat_1886,4.0,0.05970149253731343
1887,nat_1887,16.0,0.24615384615384617
1888,nat_1888,7.0,0.11475409836065574
1889,nat_1889,3.0,0.046875
1890,nat_1890,12.0,0.1935483870967742
1891,nat_1891,1.0,0.015625
1892,nat_1892,18.0,0.2727272727272727
1893,nat_1893,4.0,0.06451612903225806
1894,nat_1894,3.0,0.04838709677419355
1895,nat_1895,17.0,0.265625
1896,nat_1896,16.0,0.24242424242424243
1897,nat_1897,1.0,0.01639344262295082
1898,nat_1898,10.0,0.14492753623188406
1899,nat_1899,1.0,0.015151515151515152
1900,nat_1900,31.0,0.3875
1901,nat_1901,17.0,0.2537313432835821
1902,nat_1902,6.0,0.08450704225352113
1903,nat_1903,6.0,0.09090909090909091
1904,nat_1904,19.0,0.3114754098360656
1905,nat_1905,24.0,0.3333333333333333
1906,nat_1906,20.0,0.3076923076923077
1907,nat_1907,19.0,0.2878787878787879
1908,nat_1908,21.0,0.3230769230769231
1909,nat_1909,22.0,0.36065573770491804
1910,nat_1910,16.0,0.23529411764705882
1911,nat_1911,10.0,0.14925373134328357
1912,nat_1912,28.0,0.4307692307692308
1913,nat_1913,15.0,0.24193548387096775
1914,nat_1914,14.0,0.22950819672131148
1915,nat_1915,4.0,0.0625
1916,nat_1916,13.0,0.203125
1917,nat_1917,8.0,0.12903225806451613
1918,nat_1918,19.0,0.2835820895522388
1919,nat_1919,23.0,0.3484848484848485
1920,nat_1920,21.0,0.3
1921,nat_1921,12.0,0.1791044776119403
1922,nat_1922,1.0,0.01639344262295082
1923,nat_1923,14.0,0.19444444444444445
1924,nat_1924,7.0,0.10606060606060606
1925,nat_1925,9.0,0.13636363636363635
1926,nat_1926,5.0,0.07575757575757576
1927,nat_1927,14.0,0.21212121212121213
1928,nat_1928,12.0,0.16666666666666666
1929,nat_1929,11.0,0.171875
1930,nat_1930,5.0,0.07462686567164178
1931,nat_1931,9.0,0.13846153846153847
1932,nat_1932,4.0,0.06666666666666667
1933,nat_1933,1.0,0.014925373134328358
1934,nat_1934,10.0,0.15384615384615385
1935,nat_1935,3.0,0.05
1936,nat_1936,2.0,0.03125
1937,nat_1937,8.0,0.12903225806451613
1938,nat_1938,5.0,0.07575757575757576
1939,nat_1939,2.0,0.03125
1940,nat_1940,9.0,0.13636363636363635
1941,nat_1941,3.0,0.04838709677419355
1942,nat_1942,1.0,0.01639344262295082
1943,nat_1943,3.0,0.043478260869565216
1944,nat_1944,1.0,0.014925373134328358
1945,nat_1945,3.0,0.041666666666666664
1946,nat_1946,2.0,0.030303030303030304
1947,nat_1947,4.0,0.056338028169014086
1948,nat_1948,7.0,0.10606060606060606
1949,nat_1949,1.0,0.013888888888888888
1950,nat_1950,1.0,0.015625
1951,nat_1951,2.0,0.029850746268656716
1952,nat_1952,1.0,0.015384615384615385
1953,nat_1953,2.0,0.03076923076923077
1954,nat_1954,16.0,0.23880597014925373
1955,nat_1955,1.0,0.016129032258064516
1956,nat_1956,1.0,0.013513513513513514
1957,nat_1957,15.0,0.234375
1958,nat_1958,16.0,0.2318840579710145
1959,nat_1959,1.0,0.015151515151515152
1960,nat_1960,1.0,0.015151515151515152
1961,nat_1961,4.0,0.05714285714285714
1962,nat_1962,1.0,0.016129032258064516
1963,nat_1963,1.0,0.01694915254237288
1964,nat_1964,14.0,0.175
1965,nat_1965,16.0,0.23529411764705882
1966,nat_1966,6.0,0.08450704225352113
1967,nat_1967,5.0,0.07575757575757576
1968,nat_1968,4.0,0.06153846153846154
1969,nat_1969,16.0,0.24242424242424243
1970,nat_1970,9.0,0.13636363636363635
1971,nat_1971,12.0,0.18181818181818182
1972,nat_1972,20.0,0.3076923076923077
1973,nat_1973,4.0,0.05970149253731343
1974,nat_1974,8.0,0.125
1975,nat_1975,4.0,0.05970149253731343
1976,nat_1976,8.0,0.125
1977,nat_1977,4.0,0.058823529411764705
1978,nat_1978,5.0,0.07462686567164178
1979,nat_1979,6.0,0.1
1980,nat_1980,3.0,0.04054054054054054
1981,nat_1981,1.0,0.015384615384615385
1982,nat_1982,3.0,0.046153846153846156
1983,nat_1983,1.0,0.015625
1984,nat_1984,3.0,0.046875
1985,nat_1985,4.0,0.06060606060606061
1986,nat_1986,3.0,0.045454545454545456
1987,nat_1987,2.0,0.03278688524590164
1988,nat_1988,9.0,0.13846153846153847
1989,nat_1989,2.0,0.030303030303030304
1990,nat_1990,11.0,0.16666666666666666
1991,nat_1991,6.0,0.09836065573770492
1992,nat_1992,8.0,0.13114754098360656
1993,nat_1993,3.0,0.0379746835443038
1994,nat_1994,7.0,0.1111111111111111
1995,nat_1995,5.0,0.0847457627118644
1996,nat_1996,11.0,0.16417910447761194
1997,nat_1997,15.0,0.2112676056338028
1998,nat_1998,1.0,0.015151515151515152
1999,nat_1999,4.0,0.05714285714285714
2000,nat_2000,3.0,0.041666666666666664
2001,nat_2001,5.0,0.078125
2002,nat_2002,8.0,0.11940298507462686
2003,nat_2003,4.0,0.06153846153846154
2004,nat_2004,4.0,0.06666666666666667
2005,nat_2005,2.0,0.029411764705882353
2006,nat_2006,1.0,0.014925373134328358
2007,nat_2007,11.0,0.171875
2008,nat_2008,5.0,0.08333333333333333
2009,nat_2009,1.0,0.016666666666666666
2010,nat_2010,3.0,0.04918032786885246
2011,nat_2011,1.0,0.015625
2012,nat_2012,15.0,0.2459016393442623
2013,nat_2013,3.0,0.04838709677419355
2014,nat_2014,4.0,0.06451612903225806
2015,nat_2015,5.0,0.078125
2016,nat_2016,2.0,0.03125
2017,nat_2017,2.0,0.028985507246376812
2018,nat_2018,1.0,0.015151515151515152
2019,nat_2019,2.0,0.03278688524590164
2020,nat_2020,1.0,0.013333333333333334
2021,nat_2021,1.0,0.015151515151515152
2022,nat_2022,3.0,0.04225352112676056
2023,nat_2023,3.0,0.045454545454545456
2024,nat_2024,3.0,0.04225352112676056
2025,nat_2025,2.0,0.029850746268656716
2026,nat_2026,2.0,0.03225806451612903
2027,nat_2027,1.0,0.015625
2028,nat_2028,1.0,0.015151515151515152
2029,nat_2029,3.0,0.04838709677419355
2030,nat_2030,3.0,0.043478260869565216
2031,nat_2031,2.0,0.03278688524590164
2032,nat_2032,4.0,0.06060606060606061
2033,nat_2033,1.0,0.014492753623188406
2034,nat_2034,1.0,0.014925373134328358
2035,nat_2035,2.0,0.030303030303030304
2036,nat_2036,3.0,0.045454545454545456
2037,nat_2037,26.0,0.33766233766233766
2038,nat_2038,22.0,0.3333333333333333
2039,nat_2039,13.0,0.2
2040,nat_2040,8.0,0.12121212121212122
2041,nat_2041,6.0,0.09836065573770492
2042,nat_2042,23.0,0.3484848484848485
2043,nat_2043,17.0,0.25757575757575757
2044,nat_2044,11.0,0.16417910447761194
2045,nat_2045,8.0,0.125
2046,nat_2046,7.0,0.11475409836065574
2047,nat_2047,12.0,0.17647058823529413
2048,nat_2048,4.0,0.05970149253731343
2049,nat_2049,5.0,0.06756756756756757
2050,nat_2050,8.0,0.12307692307692308
2051,nat_2051,2.0,0.03125
2052,nat_2052,9.0,0.14754098360655737
2053,nat_2053,8.0,0.12121212121212122
2054,nat_2054,4.0,0.0625
2055,nat_2055,21.0,0.328125
2056,nat_2056,23.0,0.3484848484848485
2057,nat_2057,9.0,0.13636363636363635
2058,nat_2058,4.0,0.06557377049180328
2059,nat_2059,2.0,0.03076923076923077
2060,nat_2060,10.0,0.15151515151515152
2061,nat_2061,20.0,0.3389830508474576
2062,nat_2062,8.0,0.11764705882352941
2063,nat_2063,19.0,0.2923076923076923
2064,nat_2064,5.0,0.07575757575757576
2065,nat_2065,8.0,0.11764705882352941
2066,nat_2066,6.0,0.08695652173913043
2067,nat_2067,34.0,0.53125
2068,nat_2068,35.0,0.5072463768115942
2069,nat_2069,26.0,0.3880597014925373
2070,nat_2070,14.0,0.2153846153846154
2071,nat_2071,9.0,0.15
2072,nat_2072,9.0,0.13846153846153847
2073,nat_2073,15.0,0.23076923076923078
2074,nat_2074,9.0,0.14754098360655737
2075,nat_2075,3.0,0.04477611940298507
2076,nat_2076,27.0,0.421875
2077,nat_2077,9.0,0.13846153846153847
2078,nat_2078,30.0,0.4411764705882353
2079,nat_2079,17.0,0.265625
2080,nat_2080,16.0,0.24615384615384617
2081,nat_2081,6.0,0.09230769230769231
2082,nat_2082,7.0,0.10606060606060606
2083,nat_2083,6.0,0.1016949152542373
2084,nat_2084,13.0,0.19696969696969696
2085,nat_2085,33.0,0.4342105263157895
2086,nat_2086,2.0,0.029850746268656716
2087,nat_2087,4.0,0.06153846153846154
2088,nat_2088,3.0,0.05
2089,nat_2089,4.0,0.05555555555555555
2090,nat_2090,22.0,0.34375
2091,nat_2091,4.0,0.056338028169014086
2092,nat_2092,2.0,0.029850746268656716
2093,nat_2093,1.0,0.015625
2094,nat_2094,1.0,0.016129032258064516
2095,nat_2095,3.0,0.045454545454545456
2096,nat_2096,2.0,0.03389830508474576
2097,nat_2097,4.0,0.06557377049180328
2098,nat_2098,1.0,0.014925373134328358
2099,nat_2099,7.0,0.10606060606060606
2100,nat_2100,5.0,0.07575757575757576
2101,nat_2101,1.0,0.014492753623188406
2102,nat_2102,1.0,0.0136986301369863
2103,nat_2103,4.0,0.05970149253731343
2104,nat_2104,2.0,0.030303030303030304
2105,nat_2105,1.0,0.015151515151515152
2106,nat_2106,3.0,0.045454545454545456
2107,nat_2107,5.0,0.06944444444444445
2108,nat_2108,8.0,0.125
